code,word,language,word_type,text_color,background_color,font_size,font_family,font_style,font_path,noise_type1,noise_type2,noise_type3,angle,clean_path,noisy_path,binary_mask_path,indicocr_clean,indicocr_noisy,indicocr_acc_clean,indicocr_acc_noisy,output_path,indicocr_output,indicocr_acc_outpur
39,办公室 9336,Chinese,mixed,slategray,honeydew,118,Noto_Serif_SC,NotoSerifSC-ExtraBold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Noto_Serif_SC/NotoSerifSC-ExtraBold.ttf,partial occlusion,,uneven illumination,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/039.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/039.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/039.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/039.png,,
40,国务院 8558,Chinese,mixed,beige,slategray,120,WDXL_Lubrifont_SC,WDXLLubrifontSC-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/WDXL_Lubrifont_SC/WDXLLubrifontSC-Regular.ttf,random scratches,,ink spread,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/040.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/040.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/040.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/040.png,,
41,加拿大 5644,Chinese,mixed,darkcyan,linen,103,WDXL_Lubrifont_SC,WDXLLubrifontSC-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/WDXL_Lubrifont_SC/WDXLLubrifontSC-Regular.ttf,scribble,,ink spread,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/041.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/041.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/041.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/041.png,,
42,第一次 9272,Chinese,mixed,paleturquoise,chocolate,51,ZCOOL_XiaoWei,ZCOOLXiaoWei-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_XiaoWei/ZCOOLXiaoWei-Regular.ttf,random_erasure,perspective distortion,Gaussian noise,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/042.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/042.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/042.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/042.png,,
43,进一步 6061,Chinese,mixed,navy,lightblue,82,Noto_Serif_SC,NotoSerifSC-VariableFont,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Noto_Serif_SC/NotoSerifSC-VariableFont_wght.ttf,random_erasure,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/043.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/043.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/043.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/043.png,,
44,7834 有没有,Chinese,mixed,lightblue,darkred,66,WDXL_Lubrifont_SC,WDXLLubrifontSC-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/WDXL_Lubrifont_SC/WDXLLubrifontSC-Regular.ttf,staple holes,wave distortion,compression artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/044.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/044.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/044.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/044.png,,
45,6325 俄罗斯,Chinese,mixed,palegoldenrod,saddlebrown,40,Noto_Sans_SC,NotoSansSC-SemiBold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Noto_Sans_SC/NotoSansSC-SemiBold.ttf,water damage,watermarks,salt and pepper,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/045.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/045.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/045.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/045.png,,
46,1428 怎么样,Chinese,mixed,steelblue,powderblue,43,Ma_Shan_Zheng,MaShanZheng-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Ma_Shan_Zheng/MaShanZheng-Regular.ttf,staple holes,wave distortion,ambient noise,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/046.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/046.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/046.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/046.png,,
47,2082 是不是,Chinese,mixed,aliceblue,firebrick,120,WDXL_Lubrifont_SC,WDXLLubrifontSC-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/WDXL_Lubrifont_SC/WDXLLubrifontSC-Regular.ttf,horizontal tear,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/047.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/047.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/047.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/047.png,,
48,4532 委员会,Chinese,mixed,chocolate,white,93,Long_Cang,LongCang-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Long_Cang/LongCang-Regular.ttf,horizontal tear,watermarks,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/048.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/048.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/048.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/048.png,,
49,3016 为什么,Chinese,mixed,darkseagreen,white,119,Noto_Sans_SC,NotoSansSC-Black,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Noto_Sans_SC/NotoSansSC-Black.ttf,printer toner gaps,,compression artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/049.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/049.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/049.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/049.png,,
50,93188,Chinese,pure_number,gainsboro,darkcyan,73,Noto_Sans_SC,NotoSansSC-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Noto_Sans_SC/NotoSansSC-Regular.ttf,partial occlusion,wave distortion,JPEG compression,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/050.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/050.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/050.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/050.png,,
51,44383,Chinese,pure_number,aliceblue,saddlebrown,93,Long_Cang,LongCang-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Long_Cang/LongCang-Regular.ttf,partial occlusion,,blur,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/051.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/051.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/051.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/051.png,,
52,83347,Chinese,pure_number,aliceblue,darkblue,48,Noto_Serif_SC,NotoSerifSC-ExtraBold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Noto_Serif_SC/NotoSerifSC-ExtraBold.ttf,water damage,color space mismatch,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/052.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/052.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/052.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/052.png,,
53,93071,Chinese,pure_number,lightgreen,gray,52,Ma_Shan_Zheng,MaShanZheng-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Ma_Shan_Zheng/MaShanZheng-Regular.ttf,stroke breaks,ink bleed-through,salt and pepper,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/053.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/053.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/053.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/053.png,,
54,39243,Chinese,pure_number,peachpuff,navy,40,Noto_Sans_SC,NotoSansSC-Medium,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Noto_Sans_SC/NotoSansSC-Medium.ttf,random_erasure,watermarks,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/054.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/054.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/054.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/054.png,,
55,47565,Chinese,pure_number,lightblue,olive,113,ZCOOL_KuaiLe,ZCOOLKuaiLe-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_KuaiLe/ZCOOLKuaiLe-Regular.ttf,scanner streaks,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/055.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/055.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/055.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/055.png,,
56,55451,Chinese,pure_number,silver,forestgreen,98,ZCOOL_XiaoWei,ZCOOLXiaoWei-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_XiaoWei/ZCOOLXiaoWei-Regular.ttf,printer toner gaps,,ink spread,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/056.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/056.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/056.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/056.png,,
57,29475,Chinese,pure_number,lavender,darkblue,116,ZCOOL_XiaoWei,ZCOOLXiaoWei-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_XiaoWei/ZCOOLXiaoWei-Regular.ttf,water damage,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/057.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/057.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/057.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/057.png,,
58,20461,Chinese,pure_number,lightgray,darkred,88,Noto_Sans_SC,NotoSansSC-Black,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Noto_Sans_SC/NotoSansSC-Black.ttf,angled line,,character merging,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/058.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/058.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/058.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/058.png,,
59,73461,Chinese,pure_number,brown,whitesmoke,58,Noto_Sans_SC,NotoSansSC-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Noto_Sans_SC/NotoSansSC-Regular.ttf,staple holes,,glare,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/059.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/059.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/059.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/059.png,,
60,10855,Chinese,pure_number,aliceblue,chocolate,92,Ma_Shan_Zheng,MaShanZheng-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Ma_Shan_Zheng/MaShanZheng-Regular.ttf,vertical tear,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/060.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/060.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/060.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/060.png,,
61,13082,Chinese,pure_number,darkblue,peachpuff,41,ZCOOL_XiaoWei,ZCOOLXiaoWei-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_XiaoWei/ZCOOLXiaoWei-Regular.ttf,angled line,,ink spread,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/061.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/061.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/061.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/061.png,,
62,99473,Chinese,pure_number,steelblue,mistyrose,58,Long_Cang,LongCang-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Long_Cang/LongCang-Regular.ttf,angled line,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/062.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/062.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/062.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/062.png,,
63,96520,Chinese,pure_number,teal,lightgreen,65,Noto_Serif_SC,NotoSerifSC-ExtraLight,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Noto_Serif_SC/NotoSerifSC-ExtraLight.ttf,double scan,resolution scaling,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/063.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/063.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/063.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/063.png,,
64,94701,Chinese,pure_number,gray,seashell,85,ZCOOL_XiaoWei,ZCOOLXiaoWei-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_XiaoWei/ZCOOLXiaoWei-Regular.ttf,water damage,,glare,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/064.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/064.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/064.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/064.png,,
65,79616,Chinese,pure_number,darkseagreen,peachpuff,59,ZCOOL_KuaiLe,ZCOOLKuaiLe-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_KuaiLe/ZCOOLKuaiLe-Regular.ttf,vertical tear,,scan line artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/065.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/065.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/065.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/065.png,,
66,80645,Chinese,pure_number,purple,lightblue,107,Long_Cang,LongCang-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/Long_Cang/LongCang-Regular.ttf,double scan,,paper texture interference,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/066.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/066.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/066.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/066.png,,
67,88284,Chinese,pure_number,mistyrose,teal,106,ZCOOL_KuaiLe,ZCOOLKuaiLe-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_KuaiLe/ZCOOLKuaiLe-Regular.ttf,water damage,,scan line artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/067.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/067.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/067.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/067.png,,
68,39292,Chinese,pure_number,linen,slategray,67,ZCOOL_XiaoWei,ZCOOLXiaoWei-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_XiaoWei/ZCOOLXiaoWei-Regular.ttf,partial occlusion,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/068.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/068.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/068.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/068.png,,
69,42286,Chinese,pure_number,purple,lightyellow,106,ZCOOL_XiaoWei,ZCOOLXiaoWei-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_XiaoWei/ZCOOLXiaoWei-Regular.ttf,horizontal tear,paper curl,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/069.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/069.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/069.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/069.png,,
70,62541,Chinese,pure_number,gainsboro,gray,72,ZCOOL_KuaiLe,ZCOOLKuaiLe-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_KuaiLe/ZCOOLKuaiLe-Regular.ttf,horizontal tear,,paper texture interference,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/070.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/070.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/070.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/070.png,,
71,60243,Chinese,pure_number,indigo,whitesmoke,80,ZCOOL_XiaoWei,ZCOOLXiaoWei-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_XiaoWei/ZCOOLXiaoWei-Regular.ttf,angled line,watermarks,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/071.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/071.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/071.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/071.png,,
72,51243,Chinese,pure_number,darkcyan,beige,93,ZCOOL_XiaoWei,ZCOOLXiaoWei-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Chinese/ZCOOL_XiaoWei/ZCOOLXiaoWei-Regular.ttf,double scan,color space mismatch,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/clean/072.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/noisy/072.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Chinese_test_sample_dataset/bitmask/072.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/072.png,,
